date,value
2015-12-16,133.0
2015-12-17,113.0
2015-12-18,176.0
2015-12-19,139.0
2015-12-20,124.0
2015-12-21,130.0
2015-12-22,114.0
2015-12-23,134.0
2015-12-24,131.0
2015-12-26,95.0
2015-12-27,89.0
2015-12-28,102.0
2015-12-29,80.0
2015-12-30,82.0
2015-12-31,178.0
